Transaction ID,Date,Customer ID,Revenue ($),Cost ($),Region,Data Source,Revenue Category,Customer Type
8957,2024-10-16,3636,237.57,152.31,New York,RDS,Other,Resident
8958,2024-01-30,2594,353.41,257.96,Miami,Excel,Management Fee,Resident
8959,2023-04-21,3276,110.03,53.63,New York,Excel,In-Home Service,Resident
8960,2023-03-31,2626,196.62,156.59,Miami,Excel,Other,Resident
8961,2023-10-07,2889,,50.61,Bay Area,Excel,Management Fee,Resident
8962,2023-11-29,4466,343.1,175.67,Bay Area,Google Sheets,Placement Fee,Other
8963,2023-08-12,4584,486.9,310.97,Miami,Excel,Management Fee,Homeowner
8964,2023-04-11,2804,422.17,236.77,New York,Google Sheets,In-Home Service,Homeowner
8965,2023-05-12,4869,488.58,173.85,Dallas,RDS,Other,Other
8966,2023-01-13,2220,430.52,,Dallas,Google Sheets,Placement Fee,Resident
8967,2024-04-01,1273,434.84,253.16,Miami,Google Sheets,Other,Other
8968,2024-03-16,1589,309.73,216.17,New York,BigQuery,Other,Resident
8969,2023-04-08,3700,283.21,106.9,New York,Excel,Placement Fee,Homeowner
8970,2023-04-30,4871,232.81,132.51,Seattle,Excel,Placement Fee,Homeowner
8971,2023-10-20,1582,418.14,285.72,Seattle,Excel,Other,Homeowner
8972,2024-12-11,1967,131.93,104.77,Bay Area,RDS,In-Home Service,Resident
8973,2023-01-01,4633,75.3,55.89,New York,Excel,Placement Fee,Resident
8974,2024-07-25,2990,476.55,348.92,Miami,Excel,In-Home Service,Other
8975,2023-09-07,3419,,21.91,Seattle,Excel,Placement Fee,Resident
8976,2024-10-13,4952,489.57,352.0,Dallas,BigQuery,Other,Resident
8977,2023-05-29,4151,377.98,145.39,Los Angeles,Google Sheets,Placement Fee,Homeowner
8978,2024-01-30,2258,197.82,78.94,Los Angeles,BigQuery,Other,Resident
8979,2023-02-13,2310,364.02,129.25,New York,Excel,Placement Fee,Other
8980,2024-11-28,3866,418.04,,Miami,Google Sheets,Placement Fee,Other
8981,2024-09-11,4738,160.41,56.81,Bay Area,BigQuery,Placement Fee,Homeowner
8982,2023-02-13,1571,,146.48,Los Angeles,Excel,Management Fee,Resident
8983,2023-03-19,1544,411.97,174.24,Dallas,Excel,Placement Fee,Homeowner
8984,2023-08-14,2460,162.21,95.11,Dallas,BigQuery,Management Fee,Homeowner
8985,2023-06-11,1126,68.87,,Dallas,Google Sheets,In-Home Service,Other
8986,2023-09-10,1732,141.86,72.22,Los Angeles,Google Sheets,In-Home Service,Homeowner
8987,2023-05-12,4783,140.29,80.41,Seattle,BigQuery,Placement Fee,Homeowner
8988,2024-03-23,1416,79.36,30.41,Dallas,Excel,In-Home Service,Other
8989,2024-04-18,1637,376.7,163.1,Bay Area,Google Sheets,Placement Fee,Homeowner
8990,2024-10-17,1040,220.99,81.1,Miami,BigQuery,Management Fee,Homeowner
8991,2023-04-19,1786,,226.21,Miami,BigQuery,In-Home Service,Resident
8992,2024-12-06,4540,163.48,97.3,Miami,BigQuery,Other,Resident
8993,2023-02-04,1296,253.95,112.25,Seattle,Google Sheets,Placement Fee,Resident
8994,2024-04-11,2620,337.56,244.06,Miami,RDS,Placement Fee,Resident
8995,2023-10-02,4672,,351.71,Miami,RDS,In-Home Service,Other
8996,2023-07-06,1041,286.08,103.01,Los Angeles,RDS,In-Home Service,Other
8997,2023-08-31,3679,218.09,67.37,Seattle,RDS,In-Home Service,Resident
8998,2023-09-21,4350,440.16,305.86,Seattle,RDS,Placement Fee,Homeowner
8999,2024-06-05,4530,189.61,74.96,Los Angeles,Excel,Other,Homeowner
9000,2024-11-08,1032,85.74,40.86,Bay Area,BigQuery,Placement Fee,Homeowner
9001,2024-06-24,2299,250.27,124.41,Miami,RDS,Placement Fee,Resident
9002,2023-03-28,3712,403.29,305.81,Bay Area,Google Sheets,Management Fee,Homeowner
9003,2024-06-18,4161,63.85,40.19,Los Angeles,BigQuery,Placement Fee,Other
9004,2023-07-29,1615,313.65,100.46,Los Angeles,Google Sheets,Placement Fee,Resident
9005,2023-02-15,1947,317.51,97.6,Los Angeles,Google Sheets,Placement Fee,Resident
9006,2024-04-11,2547,467.84,187.03,Los Angeles,Google Sheets,Other,Homeowner
9007,2024-06-23,1159,178.91,82.14,New York,Excel,In-Home Service,Resident
9008,2023-01-26,2952,175.48,95.16,Dallas,Google Sheets,Placement Fee,Homeowner
9009,2023-09-23,3505,248.22,178.45,Los Angeles,BigQuery,Management Fee,Resident
9010,2023-06-24,2731,210.61,96.33,Bay Area,BigQuery,Management Fee,Homeowner
9011,2024-05-30,3446,381.36,186.21,Los Angeles,Excel,In-Home Service,Homeowner
9012,2023-11-07,2842,338.79,157.43,Bay Area,Excel,Management Fee,Homeowner
9013,2023-11-18,2797,391.51,119.21,Los Angeles,BigQuery,Management Fee,Homeowner
9014,2024-08-01,4162,419.02,325.83,Los Angeles,BigQuery,Other,Homeowner
9015,2023-05-15,2732,465.34,171.94,Dallas,Google Sheets,Placement Fee,Other
9016,2023-02-24,1580,243.92,108.26,Los Angeles,Google Sheets,Placement Fee,Other
9017,2024-06-26,4537,493.11,179.81,Miami,Excel,Placement Fee,Homeowner
9018,2024-08-08,1219,147.05,80.18,Dallas,RDS,Placement Fee,Other
9019,2024-06-14,4490,371.46,284.57,Dallas,Google Sheets,Placement Fee,Homeowner
9020,2023-06-05,1378,290.3,101.71,Miami,Google Sheets,Management Fee,Homeowner
9021,2024-10-29,2749,417.61,217.34,New York,RDS,Other,Other
9022,2023-05-27,3977,264.55,82.32,Dallas,Google Sheets,Placement Fee,Other
9023,2024-04-29,2470,402.77,276.08,Los Angeles,RDS,Management Fee,Homeowner
9024,2024-08-21,1963,468.58,290.81,Miami,RDS,In-Home Service,Other
9025,2023-01-20,2169,379.53,246.64,Los Angeles,BigQuery,Management Fee,Resident
9026,2023-09-26,1232,399.24,214.06,Dallas,RDS,Other,Other
9027,2023-11-29,2394,80.23,60.48,Seattle,RDS,Placement Fee,Homeowner
9028,2024-07-08,1921,,71.79,Miami,Excel,Placement Fee,Resident
9029,2024-02-05,3281,488.44,272.08,Bay Area,Excel,Placement Fee,Other
9030,2023-11-02,3773,361.93,234.4,Dallas,Excel,Other,Other
9031,2023-01-28,1366,302.65,169.57,Seattle,Google Sheets,In-Home Service,Other
9032,2024-04-11,1480,215.14,84.91,Dallas,Excel,In-Home Service,Other
9033,2023-09-17,2596,69.98,32.09,Los Angeles,BigQuery,Management Fee,Other
9034,2024-06-17,4434,216.11,74.81,New York,BigQuery,Management Fee,Homeowner
9035,2023-04-11,3637,274.51,141.73,New York,BigQuery,Placement Fee,Other
9036,2024-07-04,4582,145.16,87.78,Los Angeles,Google Sheets,Placement Fee,Resident
9037,2023-12-19,2118,127.91,45.95,New York,RDS,Placement Fee,Other
9038,2023-10-27,2865,278.79,171.54,Los Angeles,RDS,Management Fee,Other
9039,2024-11-12,3034,313.66,234.13,Seattle,BigQuery,Placement Fee,Homeowner
9040,2023-10-23,1215,157.96,74.06,Los Angeles,RDS,Management Fee,Homeowner
9041,2023-12-19,1724,314.33,129.19,Dallas,RDS,Management Fee,Resident
9042,2023-05-10,2839,455.15,339.77,Dallas,RDS,Other,Homeowner
9043,2023-06-05,1711,262.93,169.85,New York,Google Sheets,Placement Fee,Resident
9044,2023-03-15,2887,435.83,153.72,Dallas,RDS,Placement Fee,Other
9045,2023-12-08,4614,467.27,235.53,Miami,RDS,Management Fee,Homeowner
9046,2024-04-09,2825,91.58,58.34,Dallas,Google Sheets,Management Fee,Other
9047,2023-03-31,4926,93.12,54.68,Los Angeles,Excel,Management Fee,Other
9048,2024-08-01,1984,264.22,160.98,Miami,BigQuery,Other,Homeowner
9049,2024-03-30,2158,314.65,183.62,Miami,Google Sheets,Other,Homeowner
9050,2024-12-12,2106,241.65,168.92,Miami,Google Sheets,Management Fee,Homeowner
9051,2023-11-28,1390,196.9,90.62,Miami,BigQuery,Other,Other
9052,2023-12-14,2070,338.45,221.42,New York,RDS,Other,Homeowner
9053,2023-08-21,1391,50.94,40.52,Seattle,RDS,In-Home Service,Resident
9054,2024-08-20,3765,485.63,240.38,New York,Google Sheets,Placement Fee,Resident
9055,2023-04-12,1384,154.44,107.42,Dallas,Excel,Management Fee,Homeowner
9056,2024-04-25,3428,462.69,195.74,Seattle,BigQuery,In-Home Service,Resident
9057,2023-08-02,4148,99.06,43.68,New York,Excel,In-Home Service,Homeowner
9058,2023-04-18,2282,157.14,120.59,Bay Area,Google Sheets,Other,Other
9059,2023-06-14,3651,155.69,48.73,Seattle,Excel,Management Fee,Resident
9060,2024-08-25,1933,498.27,203.65,New York,Google Sheets,Other,Resident
9061,2024-12-04,2970,52.07,28.19,New York,BigQuery,In-Home Service,Resident
9062,2023-12-01,1398,337.84,169.23,Miami,Excel,In-Home Service,Resident
9063,2023-03-27,3147,441.36,271.25,Dallas,Excel,In-Home Service,Resident
9064,2024-02-28,4572,352.52,139.73,New York,BigQuery,Placement Fee,Other
9065,2024-09-04,1382,213.23,71.49,Dallas,BigQuery,Management Fee,Resident
9066,2023-12-30,3754,481.24,,Los Angeles,Google Sheets,Placement Fee,Homeowner
9067,2023-03-01,4263,452.08,254.15,New York,Google Sheets,In-Home Service,Resident
9068,2024-04-26,4651,245.28,142.51,Seattle,Google Sheets,In-Home Service,Homeowner
9069,2023-09-07,4972,308.0,,Dallas,Google Sheets,In-Home Service,Homeowner
9070,2024-07-13,4825,485.38,278.77,Bay Area,Google Sheets,Placement Fee,Other
9071,2023-04-27,4673,492.15,208.12,Bay Area,BigQuery,Other,Resident
9072,2024-06-28,4416,252.42,172.22,New York,Excel,Management Fee,Other
9073,2023-02-13,3057,431.31,148.32,Seattle,RDS,Other,Resident
9074,2024-05-23,3311,185.89,74.2,New York,RDS,Other,Resident
9075,2023-06-14,4339,217.32,145.54,New York,Google Sheets,In-Home Service,Other
9076,2024-01-03,3879,,54.62,Los Angeles,RDS,Placement Fee,Other
9077,2023-10-19,3677,144.13,78.8,New York,Excel,Other,Homeowner
9078,2023-10-13,3809,345.59,160.22,New York,Excel,Placement Fee,Homeowner
9079,2023-07-23,4642,279.85,154.89,Bay Area,Google Sheets,Placement Fee,Homeowner
9080,2024-11-14,3242,,72.9,Los Angeles,RDS,Placement Fee,Other
9081,2024-06-07,3609,231.31,184.38,Seattle,BigQuery,Management Fee,Resident
9082,2023-05-01,2430,217.93,104.33,New York,BigQuery,Other,Homeowner
9083,2024-10-25,4367,494.31,303.27,Dallas,Google Sheets,In-Home Service,Other
9084,2024-10-25,2913,434.1,323.04,Los Angeles,Excel,In-Home Service,Homeowner
9085,2023-07-07,3144,224.58,139.01,New York,RDS,Management Fee,Resident
9086,2023-01-13,3509,461.26,268.88,Bay Area,Excel,Other,Other
9087,2024-08-25,4710,204.19,119.37,Los Angeles,Google Sheets,In-Home Service,Other
9088,2023-07-19,1757,350.56,192.19,Dallas,Excel,Placement Fee,Resident
9089,2024-08-08,3134,484.99,341.33,New York,RDS,In-Home Service,Other
9090,2024-03-31,1990,225.63,73.38,Dallas,Excel,Other,Other
9091,2024-03-23,3124,355.95,264.32,Bay Area,Google Sheets,Placement Fee,Other
9092,2023-03-12,2912,183.17,108.65,Los Angeles,BigQuery,Management Fee,Homeowner
9093,2024-08-12,2739,169.84,123.04,Los Angeles,BigQuery,In-Home Service,Resident
9094,2023-05-10,2506,308.37,94.11,Miami,RDS,In-Home Service,Homeowner
9095,2023-02-12,4217,490.67,360.46,Bay Area,Google Sheets,Management Fee,Resident
9096,2024-06-03,1660,253.91,91.43,Los Angeles,Google Sheets,Other,Other
9097,2023-01-13,3028,471.94,311.77,Seattle,Excel,Placement Fee,Resident
9098,2024-12-25,2134,461.46,234.54,Miami,BigQuery,In-Home Service,Other
9099,2024-09-14,3025,164.19,105.17,Bay Area,RDS,Other,Other
9100,2024-06-18,4712,230.82,141.75,Dallas,RDS,Placement Fee,Resident
9101,2023-10-29,1764,339.49,129.58,Bay Area,RDS,In-Home Service,Other
9102,2024-06-10,3725,283.12,157.78,Seattle,Excel,Other,Homeowner
9103,2024-10-03,4368,93.18,40.87,Seattle,Google Sheets,Other,Resident
9104,2024-07-26,4497,497.16,288.46,Dallas,RDS,Management Fee,Resident
9105,2023-04-25,2672,388.69,260.03,Dallas,Excel,In-Home Service,Resident
9106,2024-04-04,3838,246.96,84.12,Dallas,RDS,Placement Fee,Other
9107,2024-05-19,4405,328.18,183.09,Miami,Excel,In-Home Service,Homeowner
9108,2023-11-04,2546,89.41,54.43,Seattle,BigQuery,Management Fee,Resident
9109,2023-11-21,1582,272.89,122.17,Dallas,Excel,Placement Fee,Other
9110,2024-08-01,1670,468.87,364.08,Seattle,Google Sheets,Other,Homeowner
9111,2023-06-24,2751,453.47,254.01,Miami,BigQuery,Management Fee,Other
9112,2024-05-28,1537,201.82,,New York,BigQuery,Placement Fee,Other
9113,2023-06-21,2821,289.12,102.32,Miami,RDS,Placement Fee,Homeowner
9114,2024-05-16,2185,363.82,207.68,New York,BigQuery,In-Home Service,Other
9115,2023-11-30,1429,203.0,98.99,Seattle,Excel,Other,Homeowner
9116,2023-10-11,2637,79.2,31.38,Dallas,Google Sheets,Management Fee,Resident
9117,2024-04-19,4140,277.45,87.49,New York,BigQuery,Other,Resident
9118,2023-02-23,3180,320.74,187.09,Bay Area,Google Sheets,Management Fee,Homeowner
9119,2024-04-02,1188,52.63,31.54,Los Angeles,Excel,In-Home Service,Other
9120,2024-08-01,2746,93.01,34.5,Seattle,Excel,Placement Fee,Resident
9121,2024-02-24,4826,143.28,86.09,New York,Google Sheets,In-Home Service,Homeowner
9122,2024-09-05,2701,206.62,160.33,Miami,Excel,Management Fee,Homeowner
9123,2024-09-23,4995,293.47,231.59,Dallas,Google Sheets,Other,Other
9124,2024-12-03,4993,182.23,135.62,New York,RDS,Placement Fee,Other
9125,2024-02-13,3620,174.28,122.61,Los Angeles,Excel,Management Fee,Resident
9126,2023-10-31,4945,441.21,178.55,Seattle,RDS,Placement Fee,Resident
9127,2024-07-12,3326,115.27,43.6,Bay Area,BigQuery,Placement Fee,Resident
9128,2023-08-10,4501,272.96,142.61,Bay Area,BigQuery,In-Home Service,Other
9129,2024-06-16,2648,478.77,291.96,Miami,RDS,Management Fee,Resident
9130,2023-06-07,3589,331.26,240.28,Miami,BigQuery,Other,Homeowner
9131,2023-12-14,4906,372.74,155.05,Miami,BigQuery,In-Home Service,Homeowner
9132,2023-06-08,3011,,131.75,Seattle,BigQuery,In-Home Service,Resident
9133,2023-08-23,2184,58.97,36.78,Bay Area,BigQuery,In-Home Service,Other
9134,2024-10-23,3793,340.76,178.15,Bay Area,Excel,Management Fee,Resident
9135,2024-02-09,3946,334.37,176.25,Miami,BigQuery,Management Fee,Homeowner
9136,2023-09-14,3500,,41.13,Miami,Excel,Placement Fee,Resident
9137,2024-11-07,3936,257.97,204.66,Dallas,Google Sheets,Placement Fee,Homeowner
9138,2024-08-11,1850,461.9,248.32,Bay Area,BigQuery,Placement Fee,Other
9139,2024-08-19,1169,142.29,80.59,Miami,Google Sheets,Placement Fee,Homeowner
9140,2024-07-11,1829,257.49,105.39,Miami,RDS,In-Home Service,Resident
9141,2023-02-16,3745,257.5,143.45,Miami,RDS,Other,Other
9142,2023-08-01,2080,414.84,177.42,New York,Excel,Placement Fee,Other
9143,2024-04-23,2263,421.06,168.92,Dallas,RDS,Management Fee,Other
9144,2024-05-01,1768,391.67,171.5,Bay Area,Excel,Placement Fee,Resident
9145,2024-07-24,1357,214.45,64.63,Bay Area,Google Sheets,Management Fee,Homeowner
9146,2024-07-19,3248  ,82.42,48.22,Bay Area,Google Sheets,Other,Resident
9147,2023-12-08,3491,207.27,102.34,Dallas,BigQuery,In-Home Service,Homeowner
9148,2024-06-07,4908,355.91,266.7,Seattle,Google Sheets,Other,Other
9149,2024-12-04,3874,366.24,117.33,Dallas,RDS,Other,Homeowner
9150,2024-05-17,2325,484.25,155.73,New York,Excel,In-Home Service,Other
9151,2023-01-06,4177,254.14,188.81,Los Angeles,Excel,Management Fee,Other
9152,2023-05-24,4873,334.6,,New York,BigQuery,Other,Other
9153,2023-09-18,3148,292.64,88.11,Dallas,BigQuery,In-Home Service,Other
9154,2024-08-07,2120,117.78,45.87,Los Angeles,RDS,Management Fee,Resident
9155,2024-11-16,2688,257.54,183.35,New York,Excel,Management Fee,Homeowner
9156,2023-08-20,3985,295.18,207.03,Miami,BigQuery,Management Fee,Resident
9157,2023-09-27,3076,477.84,224.62,Los Angeles,Google Sheets,In-Home Service,Other
9158,2024-03-22,2529,214.94,136.28,Dallas,RDS,Placement Fee,Homeowner
9159,2023-08-10,3712,491.04,271.85,Seattle,Google Sheets,In-Home Service,Homeowner
9160,2023-02-21,2461,294.04,,Bay Area,Excel,Other,Homeowner
9161,2023-04-26,2402,159.11,52.22,Dallas,BigQuery,In-Home Service,Resident
9162,2024-06-21,1072,136.25,96.27,Bay Area,RDS,In-Home Service,Homeowner
9163,2024-07-18,1253,113.76,43.83,New York,RDS,Other,Homeowner
9164,2024-06-24,2934,253.82,125.85,Los Angeles,BigQuery,In-Home Service,Homeowner
9165,2023-01-19,1515,59.87,23.71,Miami,BigQuery,In-Home Service,Homeowner
9166,2024-01-27,3796,250.27,163.0,Miami,Excel,Other,Other
9167,2024-09-20,4621,494.78,316.25,Dallas,Google Sheets,Placement Fee,Homeowner
9168,2024-09-09,2043,351.55,201.77,Los Angeles,Google Sheets,Placement Fee,Other
9169,2024-02-23,2648,391.9,254.38,Los Angeles,Google Sheets,Management Fee,Homeowner
9170,2023-11-05,3582,103.55,64.18,Bay Area,Excel,Placement Fee,Homeowner
9171,2023-07-05,1420,262.9,180.93,New York,BigQuery,In-Home Service,Resident
9172,2023-09-18,3493,178.8,75.04,New York,RDS,Other,Resident
9173,2024-06-11,1878,452.34,232.71,Los Angeles,Google Sheets,Management Fee,Resident
9174,2023-09-30,1135,131.58,49.45,Seattle,BigQuery,In-Home Service,Homeowner
9175,2023-06-09,4576,256.43,132.01,Miami,Google Sheets,Management Fee,Other
9176,2023-08-12,4831,314.62,204.77,New York,Excel,Other,Resident
9177,2023-09-13,2324,281.32,181.65,Seattle,Excel,In-Home Service,Resident
9178,2023-06-29,2632,423.61,277.34,New York,BigQuery,Management Fee,Homeowner
9179,2023-01-20,1032,154.15,70.04,Seattle,Excel,Management Fee,Resident
9180,2024-09-15,3694,219.83,138.74,Bay Area,RDS,Placement Fee,Homeowner
9181,2024-09-23,2790,406.44,196.61,Los Angeles,Excel,Management Fee,Other
9182,2024-12-06,1277,287.63,222.12,Bay Area,RDS,Placement Fee,Homeowner
9183,2024-04-12,3180,230.95,108.94,New York,Google Sheets,Placement Fee,Other
9184,2024-09-14,1749,63.25,,Miami,Excel,Other,Other
9185,2023-07-29,4598,389.02,262.62,Bay Area,RDS,Placement Fee,Homeowner
9186,2024-05-27,4860,487.48,367.17,New York,Google Sheets,Management Fee,Homeowner
9187,2023-02-27,3173  ,329.13,170.81,Seattle,Google Sheets,Placement Fee,Other
9188,2023-04-03,3392,435.44,209.12,Bay Area,Google Sheets,Placement Fee,Resident
9189,2023-08-09,1016,282.59,145.54,Los Angeles,Google Sheets,Management Fee,Homeowner
9190,2024-12-23,3871,154.26,71.24,Bay Area,BigQuery,Other,Homeowner
9191,2023-08-20,3609,56.5,35.42,Los Angeles,RDS,Other,Homeowner
9192,2023-12-30,3694,344.03,263.65,Seattle,BigQuery,Management Fee,Other
9193,2024-09-06,3677,271.9,98.71,Los Angeles,Google Sheets,In-Home Service,Resident
9194,2024-07-15,2401,,233.31,Los Angeles,Excel,In-Home Service,Homeowner
9195,2024-01-09,1817,362.61,271.53,New York,RDS,Management Fee,Homeowner
9196,2024-09-13,3107,494.58,173.13,Los Angeles,RDS,Placement Fee,Resident
9197,2024-03-31,2660,279.64,152.94,New York,Google Sheets,Management Fee,Other
9198,2023-03-29,1466,242.23,177.46,Los Angeles,Excel,Management Fee,Homeowner
9199,2023-01-20,1627,179.03,134.31,Miami,Excel,In-Home Service,Homeowner
9200,2023-01-14,3438,264.59,147.42,Dallas,RDS,In-Home Service,Other
9201,2023-05-13,3983,442.79,138.36,New York,BigQuery,Management Fee,Homeowner
9202,2023-02-03,3732,69.1,24.38,Miami,Excel,Placement Fee,Other
9203,2023-07-27,2210,490.06,290.78,Bay Area,RDS,Other,Resident
9204,2023-07-18,3545,,179.88,Miami,Excel,Management Fee,Resident
9205,2024-08-14,1599,319.02,119.54,Miami,Google Sheets,Management Fee,Other
9206,2024-08-05,2738,199.19,136.66,Los Angeles,Excel,Other,Other
9207,2023-06-04,2384,150.37,101.55,Bay Area,BigQuery,In-Home Service,Other
9208,2024-08-12,2846,174.42,125.82,Bay Area,BigQuery,Placement Fee,Resident
9209,2023-03-19,2855,72.55,25.6,Seattle,BigQuery,In-Home Service,Resident
9210,2023-06-21,3496,263.8,105.28,Los Angeles,RDS,Other,Homeowner
9211,2023-10-16,4765,,54.31,Miami,Excel,Other,Other
9212,2024-06-28,2887,373.31,246.59,Seattle,BigQuery,Other,Other
9213,2024-02-24,1679,217.37,152.81,Seattle,Google Sheets,Other,Homeowner
9214,2023-01-07,4252,139.71,111.05,New York,Google Sheets,Placement Fee,Homeowner
9215,2023-06-09,2835,295.18,216.14,Miami,Google Sheets,Management Fee,Resident
9216,2023-08-28,3177,488.19,273.5,Bay Area,RDS,Management Fee,Homeowner
9217,2024-02-27,1148,362.81,165.22,Los Angeles,BigQuery,Other,Homeowner
9218,2024-06-19,2495,271.29,158.66,Los Angeles,BigQuery,Placement Fee,Other
9219,2024-12-26,1817,399.61,247.48,Miami,Excel,Other,Homeowner
9220,2023-03-11,2744,381.86,178.58,Los Angeles,RDS,Placement Fee,Other
9221,2023-08-04,2646,451.28,309.34,Dallas,Google Sheets,Management Fee,Other
9222,2023-04-14,3995,142.1,49.22,Seattle,Excel,Placement Fee,Other
9223,2024-12-27,3547,436.49,301.05,Seattle,Google Sheets,Management Fee,Homeowner
9224,2023-02-23,2672,185.46,58.61,Dallas,Google Sheets,Placement Fee,Homeowner
9225,2023-11-26,2378,473.45,259.92,Los Angeles,BigQuery,In-Home Service,Other
9226,2023-07-22,2939,176.48,128.96,Bay Area,Excel,Placement Fee,Resident
9227,2023-10-15,4282,467.08,160.32,New York,RDS,Other,Resident
9228,2023-02-14,1657,483.71,270.33,Dallas,Google Sheets,In-Home Service,Other
9229,2023-07-17,4667,115.47,43.84,Dallas,BigQuery,In-Home Service,Resident
9230,2023-08-04,2053,488.52,365.12,Seattle,BigQuery,In-Home Service,Homeowner
9231,2024-04-25,1576,88.58,63.44,Bay Area,Google Sheets,In-Home Service,Other
9232,2023-11-05,4095,148.36,113.79,Bay Area,BigQuery,In-Home Service,Homeowner
9233,2024-03-10,4031,249.88,184.28,Los Angeles,BigQuery,In-Home Service,Resident
9234,2023-11-28,1722,497.12,332.21,Bay Area,Google Sheets,In-Home Service,Resident
9235,2024-11-26,3269,269.85,,Los Angeles,RDS,Placement Fee,Homeowner
9236,2023-01-27,3649,297.68,134.33,Miami,Google Sheets,Other,Resident
9237,2023-06-15,2641,362.49,198.8,Dallas,Excel,Placement Fee,Resident
9238,2023-11-14,1683,485.73,288.74,New York,Google Sheets,In-Home Service,Homeowner
9239,2023-10-01,1741,402.51,278.17,New York,Google Sheets,In-Home Service,Homeowner
9240,2024-01-18,3972,150.87,62.38,Dallas,RDS,In-Home Service,Homeowner
9241,2023-12-31,4660,186.35,67.86,Los Angeles,Google Sheets,Placement Fee,Homeowner
9242,2023-04-13,3627,93.93,50.84,Los Angeles,Google Sheets,Other,Resident
9243,2024-05-17,4948,340.0,128.83,Los Angeles,BigQuery,Other,Homeowner
9244,2024-01-08,3448,131.33,84.95,Dallas,Google Sheets,Placement Fee,Other
9245,2024-09-07,3045,165.83,97.48,Los Angeles,RDS,Management Fee,Resident
9246,2023-09-02,4936,449.65,301.51,Dallas,BigQuery,Management Fee,Resident
9247,2023-06-18,3948,,65.36,New York,Google Sheets,Other,Homeowner
9248,2024-09-19,2627,304.99,238.61,Dallas,BigQuery,Management Fee,Resident
9249,2024-10-14,3559,228.9,68.67,New York,Excel,Placement Fee,Homeowner
9250,2024-02-22,3135,83.31,38.55,Seattle,Google Sheets,Other,Resident
9251,2023-12-22,2488,213.29,136.47,New York,Google Sheets,Other,Homeowner
9252,2024-04-22,1049,233.63,75.36,Seattle,BigQuery,Placement Fee,Resident
9253,2023-05-05,1102,453.07,154.8,Miami,Google Sheets,Placement Fee,Other
9254,2024-06-20,1367,196.0,,Miami,Google Sheets,Placement Fee,Homeowner
9255,2024-12-06,1935,220.66,130.36,New York,RDS,In-Home Service,Homeowner
9256,2024-09-03,4563,402.3,300.91,Bay Area,Google Sheets,Management Fee,Other
9257,2024-02-06,4629  ,391.53,226.19,Los Angeles,RDS,Management Fee,Homeowner
9258,2024-05-31,2714,409.23,246.27,New York,Excel,Other,Resident
9259,2024-06-14,2802,479.2,226.66,New York,Excel,Management Fee,Resident
9260,2024-11-12,4339,408.0,126.22,Dallas,BigQuery,Other,Resident
9261,2023-09-11,2420,233.42,72.55,Bay Area,BigQuery,Other,Other
9262,2023-05-01,4391,419.68,312.31,Seattle,BigQuery,In-Home Service,Other
9263,2023-02-01,4591,278.9,97.97,Dallas,BigQuery,Other,Resident
9264,2024-10-22,4520,174.97,139.96,New York,Google Sheets,In-Home Service,Other
9265,2023-02-06,2800,186.31,71.21,Bay Area,RDS,Management Fee,Homeowner
9266,2024-11-19,4547,150.73,96.06,New York,BigQuery,In-Home Service,Other
9267,2023-12-08,3945,115.25,89.26,Seattle,Excel,Placement Fee,Homeowner
9268,2023-01-13,4661,133.02,64.0,Miami,Google Sheets,In-Home Service,Resident
9269,2023-07-02,3956,78.43,52.33,Los Angeles,RDS,Other,Resident
9270,2024-10-18,4311,449.8,213.85,Los Angeles,RDS,Management Fee,Resident
9271,2023-09-22,3305,468.95,212.19,Bay Area,BigQuery,Other,Other
9272,2023-03-29,4779,314.05,125.9,Seattle,BigQuery,Management Fee,Resident
9273,2024-04-06,2995,428.22,304.24,Bay Area,RDS,Other,Other
9274,2023-02-15,2967,132.61,56.85,Seattle,Excel,In-Home Service,Resident
9275,2024-01-27,4913,,201.25,Seattle,BigQuery,Other,Homeowner
9276,2023-04-29,4714,277.86,222.14,Los Angeles,RDS,Placement Fee,Other
9277,2024-06-14,1389,80.22,37.19,Miami,Google Sheets,Placement Fee,Homeowner
9278,2024-03-22,2366,113.59,58.09,Miami,RDS,Management Fee,Homeowner
9279,2024-08-28,1772,189.04,150.29,Dallas,BigQuery,Management Fee,Homeowner
9280,2023-02-15,3801,69.6,33.73,Seattle,Google Sheets,In-Home Service,Resident
9281,2024-05-22,4458,189.18,91.39,Los Angeles,Excel,Other,Homeowner
9282,2024-07-11,1393,76.97,54.95,Seattle,RDS,Placement Fee,Homeowner
9283,2024-06-09,1682,156.21,71.23,New York,RDS,In-Home Service,Homeowner
9284,2024-08-19,4730,169.55,70.68,Dallas,RDS,Management Fee,Other
9285,2023-01-03,1269,497.47,254.51,New York,Google Sheets,In-Home Service,Other
9286,2023-01-28,1148,156.0,101.45,Los Angeles,BigQuery,Management Fee,Other
9287,2024-01-16,4451,157.63,50.7,Seattle,RDS,Management Fee,Other
9288,2023-06-06,1810,359.06,174.85,Miami,Google Sheets,In-Home Service,Other
9289,2024-05-25,1027,436.71,206.62,Miami,RDS,Other,Other
9290,2023-11-29,4220,224.17,94.69,Dallas,BigQuery,In-Home Service,Other
9291,2024-11-17,4491,444.03,278.47,New York,Google Sheets,Management Fee,Resident
9292,2023-04-24,3327,203.06,90.36,Miami,Excel,Placement Fee,Other
9293,2024-01-24,2205,,83.66,Seattle,RDS,Other,Homeowner
